service_id,date,exception_type
000062,20231005,1
000062,20231006,1
000062,20231008,1
000062,20231009,1
000062,20231010,1
000062,20231011,1
000062,20231012,1
000062,20231013,1
000062,20231015,1
000062,20231016,1
000062,20231017,1
000062,20231018,1
000062,20231019,1
000062,20231020,1
000062,20231022,1
000062,20231023,1
000062,20231024,1
000062,20231025,1
000062,20231026,1
000062,20231027,1
000062,20231029,1
000062,20231030,1
000062,20231031,1
000062,20231101,1
000062,20231102,1
000062,20231103,1
000062,20231105,1
000062,20231106,1
000062,20231107,1
000062,20231108,1
000062,20231109,1
000062,20231110,1
000062,20231112,1
000062,20231113,1
000062,20231114,1
000062,20231115,1
000062,20231116,1
000062,20231117,1
000062,20231119,1
000062,20231120,1
000062,20231121,1
000062,20231122,1
000063,20230824,1
000063,20230825,1
000063,20230827,1
000063,20230828,1
000063,20230829,1
000063,20230830,1
000063,20230831,1
000063,20230901,1
000063,20230903,1
000063,20230904,1
000063,20230905,1
000063,20230906,1
000063,20230907,1
000063,20230908,1
000063,20230909,1
000063,20230910,1
000063,20230911,1
000063,20230912,1
000063,20230913,1
000063,20230914,1
000063,20230915,1
000063,20230916,1
000063,20230917,1
000063,20230918,1
000063,20230919,1
000063,20230920,1
000063,20230921,1
000063,20230922,1
000063,20230923,1
000063,20230924,1
000063,20230925,1
000063,20230926,1
000063,20230927,1
000063,20230928,1
000063,20230929,1
000063,20231001,1
000063,20231002,1
000063,20231003,1
000063,20231004,1
000063,20231005,1
000063,20231006,1
000063,20231007,1
000063,20231008,1
000063,20231009,1
000063,20231010,1
000063,20231011,1
000063,20231012,1
000063,20231013,1
000063,20231014,1
000063,20231015,1
000063,20231016,1
000063,20231017,1
000063,20231018,1
000063,20231019,1
000063,20231020,1
000063,20231022,1
000063,20231023,1
000063,20231024,1
000063,20231025,1
000063,20231026,1
000063,20231027,1
000063,20231029,1
000063,20231030,1
000063,20231031,1
000063,20231101,1
000063,20231102,1
000063,20231103,1
000063,20231105,1
000063,20231106,1
000063,20231107,1
000063,20231108,1
000063,20231109,1
000063,20231110,1
000063,20231111,1
000063,20231112,1
000063,20231113,1
000063,20231114,1
000063,20231115,1
000063,20231116,1
000063,20231117,1
000063,20231118,1
000063,20231119,1
000063,20231120,1
000063,20231121,1
000063,20231122,1
000064,20230827,1
000064,20230903,1
000064,20230910,1
000064,20230917,1
000064,20230924,1
000064,20231001,1
000064,20231008,1
000064,20231015,1
000064,20231022,1
000064,20231029,1
000064,20231101,1
000064,20231105,1
000064,20231112,1
000064,20231119,1
000065,20230824,1
000065,20230825,1
